
**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_11_11_59 	NORMAL    	Executing verify
2016-09-14_11_11_59 	NORMAL    		实际测试结果：[]
2016-09-14_11_11_59 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_11_25_25 	NORMAL    	Executing precommand
2016-09-14_11_25_25 	NORMAL    	Executing steps
2016-09-14_11_25_25 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_11_25_27 	PASS      		Step pass.
2016-09-14_11_25_27 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_11_25_28 	PASS      		Step pass.
2016-09-14_11_25_28 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_11_25_28 	PASS      		Step pass.
2016-09-14_11_25_29 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_11_25_29 	PASS      		Step pass.
2016-09-14_11_25_29 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_11_25_29 	PASS      		Step pass.
2016-09-14_11_25_29 	NORMAL    	Executing postcommand
2016-09-14_11_25_29 	NORMAL    	Executing verify
2016-09-14_11_25_29 	NORMAL    		实际测试结果：[]
2016-09-14_11_25_29 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_11_25_57 	NORMAL    	Executing precommand
2016-09-14_11_25_57 	NORMAL    	Executing steps
2016-09-14_11_25_57 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_11_25_58 	PASS      		Step pass.
2016-09-14_11_25_58 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_11_25_59 	PASS      		Step pass.
2016-09-14_11_25_59 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_11_25_59 	PASS      		Step pass.
2016-09-14_11_25_59 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_11_25_59 	PASS      		Step pass.
2016-09-14_11_25_59 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_11_25_59 	PASS      		Step pass.
2016-09-14_11_25_59 	NORMAL    	Executing postcommand
2016-09-14_11_25_59 	NORMAL    	Executing verify
2016-09-14_11_25_59 	NORMAL    		实际测试结果：[]
2016-09-14_11_25_59 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_11_31_28 	NORMAL    	Executing precommand
2016-09-14_11_31_28 	NORMAL    	Executing steps
2016-09-14_11_31_28 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_11_31_30 	PASS      		Step pass.
2016-09-14_11_31_30 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_11_31_30 	PASS      		Step pass.
2016-09-14_11_31_30 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_11_31_31 	PASS      		Step pass.
2016-09-14_11_31_31 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_11_31_31 	PASS      		Step pass.
2016-09-14_11_31_31 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_11_31_31 	PASS      		Step pass.
2016-09-14_11_31_31 	NORMAL    	Executing postcommand
2016-09-14_11_31_31 	NORMAL    	Executing verify
2016-09-14_11_31_31 	NORMAL    		实际测试结果：[]
2016-09-14_11_31_31 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_11_40_40 	NORMAL    	Executing precommand
2016-09-14_11_40_40 	NORMAL    	Executing steps
2016-09-14_11_40_40 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_11_40_42 	PASS      		Step pass.
2016-09-14_11_40_42 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_11_40_43 	PASS      		Step pass.
2016-09-14_11_40_43 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_11_40_43 	PASS      		Step pass.
2016-09-14_11_40_43 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_11_40_43 	PASS      		Step pass.
2016-09-14_11_40_43 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_11_40_43 	PASS      		Step pass.
2016-09-14_11_40_43 	NORMAL    	Executing postcommand
2016-09-14_11_40_43 	NORMAL    	Executing verify
2016-09-14_11_40_43 	NORMAL    		实际测试结果：[]
2016-09-14_11_40_43 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_11_41_27 	NORMAL    	Executing precommand
2016-09-14_11_41_27 	NORMAL    	Executing steps
2016-09-14_11_41_27 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_11_41_30 	PASS      		Step pass.
2016-09-14_11_41_30 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_11_41_30 	PASS      		Step pass.
2016-09-14_11_41_30 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_11_41_30 	PASS      		Step pass.
2016-09-14_11_41_30 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_11_41_31 	PASS      		Step pass.
2016-09-14_11_41_31 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_11_41_31 	PASS      		Step pass.
2016-09-14_11_41_31 	NORMAL    	Executing postcommand
2016-09-14_11_41_31 	NORMAL    	Executing verify
2016-09-14_11_41_31 	NORMAL    		实际测试结果：[]
2016-09-14_11_41_31 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-14_11_42_20 	NORMAL    	Executing precommand
2016-09-14_11_42_20 	NORMAL    	Executing steps
2016-09-14_11_42_20 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-14_11_42_22 	PASS      		Step pass.
2016-09-14_11_42_22 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-14_11_42_23 	PASS      		Step pass.
2016-09-14_11_42_23 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-14_11_42_23 	PASS      		Step pass.
2016-09-14_11_42_23 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-14_11_42_23 	PASS      		Step pass.
2016-09-14_11_42_23 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-14_11_42_23 	PASS      		Step pass.
2016-09-14_11_42_23 	NORMAL    	Executing postcommand
2016-09-14_11_42_23 	NORMAL    	Executing verify
2016-09-14_11_42_23 	NORMAL    		实际测试结果：[]
2016-09-14_11_42_23 	PASS      		Verify complete.[前置操作]
