
**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-13_20_54_42 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-13_20_54_42 	PASS      		Step pass.
2016-09-13_20_54_42 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-13_20_54_42 	PASS      		Step pass.
2016-09-13_20_54_42 	NORMAL    	Executing postcommand
2016-09-13_20_54_42 	NORMAL    	Executing verify
2016-09-13_20_54_42 	NORMAL    		实际测试结果：[]
2016-09-13_20_54_42 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-13_20_56_13 	NORMAL    	Executing precommand
2016-09-13_20_56_13 	NORMAL    	Executing steps
2016-09-13_20_56_13 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-13_20_56_15 	PASS      		Step pass.
2016-09-13_20_56_15 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-13_20_56_15 	PASS      		Step pass.
2016-09-13_20_56_16 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-13_20_56_16 	PASS      		Step pass.
2016-09-13_20_56_16 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-13_20_56_16 	PASS      		Step pass.
2016-09-13_20_56_16 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-13_20_56_16 	PASS      		Step pass.
2016-09-13_20_56_16 	NORMAL    	Executing postcommand
2016-09-13_20_56_16 	NORMAL    	Executing verify
2016-09-13_20_56_16 	NORMAL    		实际测试结果：[]
2016-09-13_20_56_16 	PASS      		Verify complete.[前置操作]

**************  Bruce Luo(罗科峰)'s sample test [2[asdf]]  ***************
2016-09-13_20_57_25 	NORMAL    	Executing precommand
2016-09-13_20_57_25 	NORMAL    	Executing steps
2016-09-13_20_57_25 	STEP      		Step_1_info->Browser.Init("firefox")
2016-09-13_20_57_27 	PASS      		Step pass.
2016-09-13_20_57_27 	STEP      		Step_2_info->Browser.NavigateTo("http://192.168.102.241:8003/manager/")
2016-09-13_20_57_28 	PASS      		Step pass.
2016-09-13_20_57_28 	STEP      		Step_3_info->Login.LoginAccountInput.Set("aeoijf")
2016-09-13_20_57_29 	PASS      		Step pass.
2016-09-13_20_57_29 	STEP      		Step_4_info->Login.LoginPasswordInput.Set("sdfe")
2016-09-13_20_57_29 	PASS      		Step pass.
2016-09-13_20_57_29 	STEP      		Step_5_info->Login.LoginCheckCode.Set("1515")
2016-09-13_20_57_29 	PASS      		Step pass.
2016-09-13_20_57_29 	NORMAL    	Executing postcommand
2016-09-13_20_57_29 	NORMAL    	Executing verify
2016-09-13_20_57_29 	NORMAL    		实际测试结果：[]
2016-09-13_20_57_29 	PASS      		Verify complete.[前置操作]
